Indicator,Type,Description
lunettes-conduction-osseuse.co,Domain,Maldoc associated domain
luxebuckhead.com,Domain,Maldoc associated domain
lyndonlabayan.ca,Domain,Maldoc associated domain
magapunks.com,Domain,Maldoc associated domain
magneticcryptos.com,Domain,Maldoc associated domain
mahalat.co,Domain,Maldoc associated domain
malibu.games,Domain,Maldoc associated domain
maltatechno.com,Domain,Maldoc associated domain
maltcasino723.com,Domain,Maldoc associated domain
manhattanphysicaltherapy.co,Domain,Maldoc associated domain
manifestplanner.co,Domain,Maldoc associated domain
markzuckerberg.ai,Domain,Maldoc associated domain
masterdominokiu.co,Domain,Maldoc associated domain
matamoros.co,Domain,Maldoc associated domain
matchview.co,Domain,Maldoc associated domain
matildarestaurant.co,Domain,Maldoc associated domain
mattwacek.co,Domain,Maldoc associated domain
maybonkzoom.shop,Domain,Maldoc associated domain
mazamovies.org,Domain,Maldoc associated domain
mbuttoi01.xyz,Domain,Maldoc associated domain
mechani.engineer,Domain,Maldoc associated domain
medivation.co,Domain,Maldoc associated domain
medlinepro.live,Domain,Maldoc associated domain
medsteel.co,Domain,Maldoc associated domain
mekina.co,Domain,Maldoc associated domain
metachamps.net,Domain,Maldoc associated domain
mexicomegafundingcorp.com,Domain,Maldoc associated domain
microcfo.co,Domain,Maldoc associated domain
mightytrotters.com,Domain,Maldoc associated domain
miko.finance,Domain,Maldoc associated domain
mimundoaxie.com,Domain,Maldoc associated domain
mindwareinvestmentagency.com,Domain,Maldoc associated domain
minimasterproject.com,Domain,Maldoc associated domain
mkirst.co,Domain,Maldoc associated domain
mly.one,Domain,Maldoc associated domain
mmry.one,Domain,Maldoc associated domain
model-based-design.ai,Domain,Maldoc associated domain
modernday.space,Domain,Maldoc associated domain
momtoken.org,Domain,Maldoc associated domain
monetizenow.ai,Domain,Maldoc associated domain
montefioreathletic.com,Domain,Maldoc associated domain
montrealgrandprix.ca,Domain,Maldoc associated domain
moonandhercycles.com,Domain,Maldoc associated domain
morethanjustrate.ca,Domain,Maldoc associated domain
mosco.ca,Domain,Maldoc associated domain
motionnet.ai,Domain,Maldoc associated domain
mountainshroom.com,Domain,Maldoc associated domain
moylite.com,Domain,Maldoc associated domain
mrbet.bz,Domain,Maldoc associated domain
msktechsolution.com,Domain,Maldoc associated domain
mts-k12.org,Domain,Maldoc associated domain
mudkips.net,Domain,Maldoc associated domain
multisistemas.co,Domain,Maldoc associated domain
munchit.net,Domain,Maldoc associated domain
mushin.ai,Domain,Maldoc associated domain
mycooties.co,Domain,Maldoc associated domain
mydocumentscloud.com,Domain,Maldoc associated domain
mydocumentscloud.xyz,Domain,Maldoc associated domain
mygem.ca,Domain,Maldoc associated domain
myhaidh.guide,Domain,Maldoc associated domain
myool.co,Domain,Maldoc associated domain
mypridepins.com,Domain,Maldoc associated domain
myrobostore.com,Domain,Maldoc associated domain
nageexcx40.xyz,Domain,Maldoc associated domain
nam.ai,Domain,Maldoc associated domain
nancyeaton.ca,Domain,Maldoc associated domain
ndsk.eu,Domain,Maldoc associated domain
neiltownsend.co,Domain,Maldoc associated domain
netvision.club,Domain,Maldoc associated domain
nevermorecarbon.com,Domain,Maldoc associated domain
newearner.net,Domain,Maldoc associated domain
newsallr.com,Domain,Maldoc associated domain
newszonego.com,Domain,Maldoc associated domain
nexgenx.org,Domain,Maldoc associated domain
nftok.art,Domain,Maldoc associated domain
nicscreativelab.art,Domain,Maldoc associated domain
nnamdiugo.com,Domain,Maldoc associated domain
nocode-challenge.com,Domain,Maldoc associated domain
normech.ca,Domain,Maldoc associated domain
northxcollection.com,Domain,Maldoc associated domain
nostresswdw.com,Domain,Maldoc associated domain
note.casa,Domain,Maldoc associated domain
noti.coffee,Domain,Maldoc associated domain
noticias-de.com,Domain,Maldoc associated domain
notouch.ai,Domain,Maldoc associated domain
novaerafinancial.com,Domain,Maldoc associated domain
nvushjfwi.xyz,Domain,Maldoc associated domain
o365auth.com,Domain,Maldoc associated domain
oakvillepcrepair.ca,Domain,Maldoc associated domain
oddprojects.agency,Domain,Maldoc associated domain
oebbb.com,Domain,Maldoc associated domain
offworldserpent.com,Domain,Maldoc associated domain
oftenoverlookedpodcast.com,Domain,Maldoc associated domain
olhh.work,Domain,Maldoc associated domain
on-timeservices.com,Domain,Maldoc associated domain
onaroll.ca,Domain,Maldoc associated domain
oneholylove.net,Domain,Maldoc associated domain
onlinefastsolutions.com,Domain,Maldoc associated domain
openmedia.ai,Domain,Maldoc associated domain
optimizedigitalmarketing.com,Domain,Maldoc associated domain
orchidfilms.ca,Domain,Maldoc associated domain
orgvan.ca,Domain,Maldoc associated domain
ormidaleblock.ca,Domain,Maldoc associated domain
oscaryue.ca,Domain,Maldoc associated domain
oshn.co,Domain,Maldoc associated domain
oswn.net,Domain,Maldoc associated domain
outorganize.net,Domain,Maldoc associated domain
overclocking.ai,Domain,Maldoc associated domain
oversized.co,Domain,Maldoc associated domain
owlpico.ca,Domain,Maldoc associated domain
pacelectric.ca,Domain,Maldoc associated domain
pack1589.com,Domain,Maldoc associated domain
pamarativos.club,Domain,Maldoc associated domain
pantyhoselab.com,Domain,Maldoc associated domain
parallel.land,Domain,Maldoc associated domain
pavzero.com,Domain,Maldoc associated domain
pawfum.co,Domain,Maldoc associated domain
pay-your-item.com,Domain,Maldoc associated domain
paymentadvisry.com,Domain,Maldoc associated domain
paymetconfirm.com,Domain,Maldoc associated domain
payreminament.com,Domain,Maldoc associated domain
peabody.family,Domain,Maldoc associated domain
pearsondogwood.ca,Domain,Maldoc associated domain
pecs.apartments,Domain,Maldoc associated domain
perfectlittlelash.ca,Domain,Maldoc associated domain
perfumestories.net,Domain,Maldoc associated domain
peritusgroup.co,Domain,Maldoc associated domain
perrythompsoninc.com,Domain,Maldoc associated domain
personalinjuryco-counsel.ca,Domain,Maldoc associated domain
petdentistnearme.com,Domain,Maldoc associated domain
phdpropertieswyo.com,Domain,Maldoc associated domain
phoenixselections.com,Domain,Maldoc associated domain
phonegod.net,Domain,Maldoc associated domain
pib.ai,Domain,Maldoc associated domain
pigolini.city,Domain,Maldoc associated domain
pinecoast.co,Domain,Maldoc associated domain
pitchmee.co,Domain,Maldoc associated domain
planation.co,Domain,Maldoc associated domain
player1523.com,Domain,Maldoc associated domain
playl8ind.com,Domain,Maldoc associated domain
playnjangi.com,Domain,Maldoc associated domain
playstar77.com,Domain,Maldoc associated domain
pocztafirmowa.online,Domain,Maldoc associated domain
poeticfont.com,Domain,Maldoc associated domain
pokergaya.com,Domain,Maldoc associated domain
popcorncrate.com,Domain,Maldoc associated domain
poshup.shop,Domain,Maldoc associated domain
pragmatic338.com,Domain,Maldoc associated domain
proasis.co,Domain,Maldoc associated domain
pronplans.ca,Domain,Maldoc associated domain
properhomes.co,Domain,Maldoc associated domain
properlysolutionsco.com,Domain,Maldoc associated domain
protaxleads.com,Domain,Maldoc associated domain
protonstream.co,Domain,Maldoc associated domain
psysec.host,Domain,Maldoc associated domain
pulsetalk.xyz,Domain,Maldoc associated domain
purerenovationstx.com,Domain,Maldoc associated domain
pyftn.co,Domain,Maldoc associated domain
q050.co,Domain,Maldoc associated domain
qiuggvip.com,Domain,Maldoc associated domain
qooga.de,Domain,Maldoc associated domain
queenbfloraldesigns.com,Domain,Maldoc associated domain
queerfind.ca,Domain,Maldoc associated domain
raccoontech.ca,Domain,Maldoc associated domain
racemaps.co,Domain,Maldoc associated domain
raeanne.shop,Domain,Maldoc associated domain
randolphmeans.com,Domain,Maldoc associated domain
random-rides.com,Domain,Maldoc associated domain
reallyhelpfulsurveys.com,Domain,Maldoc associated domain
realtorcrm.ca,Domain,Maldoc associated domain
redmingle.com,Domain,Maldoc associated domain
redpillcg.ca,Domain,Maldoc associated domain
redskytravels.com,Domain,Maldoc associated domain
reptile.ai,Domain,Maldoc associated domain
resilientair.net,Domain,Maldoc associated domain
rfindustries.co,Domain,Maldoc associated domain
ricmamaril.com,Domain,Maldoc associated domain
rimeybian.co,Domain,Maldoc associated domain
rk.cm,Domain,Maldoc associated domain
roadtounicorn.com,Domain,Maldoc associated domain
roark.ninja,Domain,Maldoc associated domain
roastedbean.co,Domain,Maldoc associated domain
robertadamsemailsservice.xyz,Domain,Maldoc associated domain
robertberlin.co,Domain,Maldoc associated domain
roboadvisorcanada.ca,Domain,Maldoc associated domain
rochainlabmip.xyz,Domain,Maldoc associated domain
roguemotorwerks.ca,Domain,Maldoc associated domain
rosesinpots.com,Domain,Maldoc associated domain
rowr.app,Domain,Maldoc associated domain
roxyandbros.com,Domain,Maldoc associated domain
rudworks.com,Domain,Maldoc associated domain
rwa.capital,Domain,Maldoc associated domain
rytin.co,Domain,Maldoc associated domain
sabafin.exchange,Domain,Maldoc associated domain
safebunny.finance,Domain,Maldoc associated domain
sahayagel.com,Domain,Maldoc associated domain
saintshop.ca,Domain,Maldoc associated domain
salarii.net,Domain,Maldoc associated domain
salesschema.cc,Domain,Maldoc associated domain
salitol.net,Domain,Maldoc associated domain
samanthalaelasherman.ca,Domain,Maldoc associated domain
samforrestvideo.com,Domain,Maldoc associated domain
saratogaplumbing.net,Domain,Maldoc associated domain
saskatoonwine.com,Domain,Maldoc associated domain
savag.es,Domain,Maldoc associated domain
savingpop.com,Domain,Maldoc associated domain
searchholidayrentals.co,Domain,Maldoc associated domain
self-shot.co,Domain,Maldoc associated domain
selqbw.com,Domain,Maldoc associated domain
seoassets.com,Domain,Maldoc associated domain
sfbet11.com,Domain,Maldoc associated domain
shakepaycustody.ca,Domain,Maldoc associated domain
shareplace.app,Domain,Maldoc associated domain
sharerealtor.ca,Domain,Maldoc associated domain
sheknits.co,Domain,Maldoc associated domain
shipfire.co,Domain,Maldoc associated domain
shitpunks.net,Domain,Maldoc associated domain
shopmomoto.com,Domain,Maldoc associated domain
shore.investments,Domain,Maldoc associated domain
silverdress.co,Domain,Maldoc associated domain
simpleeasytest.com,Domain,Maldoc associated domain
simplerui.com,Domain,Maldoc associated domain
sissyscookiecompany.com,Domain,Maldoc associated domain
sivrodigit.com,Domain,Maldoc associated domain
size12films.com,Domain,Maldoc associated domain
skankel.net,Domain,Maldoc associated domain
skilledsystem.com,Domain,Maldoc associated domain
slac.co,Domain,Maldoc associated domain
slot.tattoo,Domain,Maldoc associated domain
slotxobetter.com,Domain,Maldoc associated domain
smallreportsecrets.com,Domain,Maldoc associated domain
smsgate77.com,Domain,Maldoc associated domain
snacklet.ai,Domain,Maldoc associated domain
solarovens.ca,Domain,Maldoc associated domain
sonahat.org,Domain,Maldoc associated domain
songs.bz,Domain,Maldoc associated domain
soundaddictent.com,Domain,Maldoc associated domain
sovereign.art,Domain,Maldoc associated domain
speeddate.cc,Domain,Maldoc associated domain
spiceprogram.de,Domain,Maldoc associated domain
stableincome.cyou,Domain,Maldoc associated domain
stackpoets.co,Domain,Maldoc associated domain
staffrightnetwork.com,Domain,Maldoc associated domain
startupsignals.co,Domain,Maldoc associated domain
stashpomichter.com,Domain,Maldoc associated domain
stayageless.co,Domain,Maldoc associated domain
step-1.co,Domain,Maldoc associated domain
stephenwaltersllb.ca,Domain,Maldoc associated domain
stevengerrardacademy.international,Domain,Maldoc associated domain
stevenhalpernmusic.co,Domain,Maldoc associated domain
stonelabyrinth.co,Domain,Maldoc associated domain
str8listing.com,Domain,Maldoc associated domain
stringtoarray.com,Domain,Maldoc associated domain
stylistsolutionsnetwork.com,Domain,Maldoc associated domain
suche-date24.club,Domain,Maldoc associated domain
sulfurchem.com,Domain,Maldoc associated domain
sulira.co,Domain,Maldoc associated domain
svgvip.com,Domain,Maldoc associated domain
swedenflirts24.club,Domain,Maldoc associated domain
swissenergyservicesolutionsag.ch,Domain,Maldoc associated domain
tactical.bz,Domain,Maldoc associated domain
tanateira4.one,Domain,Maldoc associated domain
tangandewa.club,Domain,Maldoc associated domain
tanyiatest.com,Domain,Maldoc associated domain
taoofnode.com,Domain,Maldoc associated domain
tapnconnect.ca,Domain,Maldoc associated domain
tarel.co,Domain,Maldoc associated domain
taskremindment.com,Domain,Maldoc associated domain
tastetsy.com,Domain,Maldoc associated domain
tealcreative.co,Domain,Maldoc associated domain
techdegree.co,Domain,Maldoc associated domain
technicalsolution.online,Domain,Maldoc associated domain
telcodata.us,Domain,Maldoc associated domain
tenantscreen.co,Domain,Maldoc associated domain
teresawerner.de,Domain,Maldoc associated domain
terraformfuels.com,Domain,Maldoc associated domain
testlsd.com,Domain,Maldoc associated domain
theattorneypulse.com,Domain,Maldoc associated domain
thecommunegroup.co,Domain,Maldoc associated domain
thecrud.co,Domain,Maldoc associated domain
theequestrianists.co,Domain,Maldoc associated domain
thegreatest.toys,Domain,Maldoc associated domain
thegualalahotel.com,Domain,Maldoc associated domain
thehomeprojectdesign.com,Domain,Maldoc associated domain
thelaughticket.ca,Domain,Maldoc associated domain
thenoodleboys.ca,Domain,Maldoc associated domain
thepeerfectgift.ca,Domain,Maldoc associated domain
theprotectiveco.ca,Domain,Maldoc associated domain
thesassypus.com,Domain,Maldoc associated domain
thesheetmusicusa.com,Domain,Maldoc associated domain
thethrillofrafting.com,Domain,Maldoc associated domain
thetoyshack.ca,Domain,Maldoc associated domain
theus.press,Domain,Maldoc associated domain
thewhispermusic.com,Domain,Maldoc associated domain
thewisesparks.com,Domain,Maldoc associated domain
thewriters.ca,Domain,Maldoc associated domain
thibert.ca,Domain,Maldoc associated domain
thinkhockey.ca,Domain,Maldoc associated domain
thoughtexperiments.co,Domain,Maldoc associated domain
thoushaltnotkill.ai,Domain,Maldoc associated domain
thurstoncromwell.com,Domain,Maldoc associated domain
ticketem.com,Domain,Maldoc associated domain
tikdd.com,Domain,Maldoc associated domain
tikgirls.club,Domain,Maldoc associated domain
tiknoarab.xyz,Domain,Maldoc associated domain
tillion.one,Domain,Maldoc associated domain
timberedco.ca,Domain,Maldoc associated domain
timmins.net,Domain,Maldoc associated domain
tini6989.de,Domain,Maldoc associated domain
tinyvoicespress.com,Domain,Maldoc associated domain
tiratech.shop,Domain,Maldoc associated domain
tmfwomen.com,Domain,Maldoc associated domain
tocogu.ca,Domain,Maldoc associated domain
todaylink.net,Domain,Maldoc associated domain
todotuani.com,Domain,Maldoc associated domain
tokenomics.guru,Domain,Maldoc associated domain
tomatyn.com,Domain,Maldoc associated domain
toolmoidadccapnhat.xyz,Domain,Maldoc associated domain
total-plc.com,Domain,Maldoc associated domain
touw.es,Domain,Maldoc associated domain
toypackaging.net,Domain,Maldoc associated domain
tracebracelet.co,Domain,Maldoc associated domain
trafficforreal.com,Domain,Maldoc associated domain
transferredstudent.com,Domain,Maldoc associated domain
troop1589.com,Domain,Maldoc associated domain
trucktotrail.com,Domain,Maldoc associated domain
try.gallery,Domain,Maldoc associated domain
tryfloralite.net,Domain,Maldoc associated domain
tryofferfinancesstudyteach.com,Domain,Maldoc associated domain
tubestore.ca,Domain,Maldoc associated domain
tutorful.ca,Domain,Maldoc associated domain
tvmuz.com,Domain,Maldoc associated domain
twerk.cc,Domain,Maldoc associated domain
txl1.com,Domain,Maldoc associated domain
ubotics.cc,Domain,Maldoc associated domain
uknews.one,Domain,Maldoc associated domain
ultra-cherninc.com,Domain,Maldoc associated domain
unicornip.com,Domain,Maldoc associated domain
uniyn.com,Domain,Maldoc associated domain
upgradeyourmindset.co,Domain,Maldoc associated domain
upotaqs.xyz,Domain,Maldoc associated domain
uppercrustng.com,Domain,Maldoc associated domain
ushur.ai,Domain,Maldoc associated domain
valeriedouglas.xyz,Domain,Maldoc associated domain
valvepedia.com,Domain,Maldoc associated domain
vasdxzcxx.com,Domain,Maldoc associated domain
veras.international,Domain,Maldoc associated domain
veraspace.co,Domain,Maldoc associated domain
veroandrade.co,Domain,Maldoc associated domain
veronicorn.com,Domain,Maldoc associated domain
veteranownedbusinesscanada.ca,Domain,Maldoc associated domain
vid-m.club,Domain,Maldoc associated domain
videolyze.com,Domain,Maldoc associated domain
vinendi.co,Domain,Maldoc associated domain
viparmouredcars.com,Domain,Maldoc associated domain
virtualdreamverse.design,Domain,Maldoc associated domain
virtufit.ca,Domain,Maldoc associated domain
visualstandard.co,Domain,Maldoc associated domain
vitalbydesign.co,Domain,Maldoc associated domain
vixelle.com,Domain,Maldoc associated domain
vocodia.ca,Domain,Maldoc associated domain
voiceofthecustomer.ai,Domain,Maldoc associated domain
vorelcorgishome.com,Domain,Maldoc associated domain
vorpal.ai,Domain,Maldoc associated domain
vorstella.ai,Domain,Maldoc associated domain
vyper.cc,Domain,Maldoc associated domain
wackadoodleart.com,Domain,Maldoc associated domain
waktupoker.co,Domain,Maldoc associated domain
walesspan.com,Domain,Maldoc associated domain
wallstbest.com,Domain,Maldoc associated domain
warrenresearch.org,Domain,Maldoc associated domain
warstarsfansclub.com,Domain,Maldoc associated domain
waunake.com,Domain,Maldoc associated domain
wavelengthssurf.com,Domain,Maldoc associated domain
webidx.net,Domain,Maldoc associated domain
webservicesamazin.com,Domain,Maldoc associated domain
wedd-streaming.live,Domain,Maldoc associated domain
wefindphotos.com,Domain,Maldoc associated domain
welcometohealthandwellness.com,Domain,Maldoc associated domain
wellthclinic.co,Domain,Maldoc associated domain
whenmorningdawns.ca,Domain,Maldoc associated domain
whitedress.co,Domain,Maldoc associated domain
whitelion-23.de,Domain,Maldoc associated domain
wi8j.com,Domain,Maldoc associated domain
wildcraftedearth.co,Domain,Maldoc associated domain
wildfly.net,Domain,Maldoc associated domain
winechipsreview.com,Domain,Maldoc associated domain
wines2wings.com,Domain,Maldoc associated domain
wolf777news.cx,Domain,Maldoc associated domain
wonderb.co,Domain,Maldoc associated domain
wordscreateworld.com,Domain,Maldoc associated domain
worldscaffold.ca,Domain,Maldoc associated domain
wpsmart.eu,Domain,Maldoc associated domain
wris.co,Domain,Maldoc associated domain
writequeriesnotco.de,Domain,Maldoc associated domain
www-omgeving-itsme-bericht.live,Domain,Maldoc associated domain
xagi.ai,Domain,Maldoc associated domain
xchina.shop,Domain,Maldoc associated domain
xgdsmy.com,Domain,Maldoc associated domain
xiaoju.ca,Domain,Maldoc associated domain
xmadhav.com,Domain,Maldoc associated domain
xn--mrcury-iva.com,Domain,Maldoc associated domain
xxzzxx.cc,Domain,Maldoc associated domain
yakun.org,Domain,Maldoc associated domain
yamahaha.ca,Domain,Maldoc associated domain
yesmlspremium.com,Domain,Maldoc associated domain
yiyang.de,Domain,Maldoc associated domain
yoganatureplus.ca,Domain,Maldoc associated domain
yogihood.co,Domain,Maldoc associated domain
yourgame.co,Domain,Maldoc associated domain
yourshoppingtour.de,Domain,Maldoc associated domain
yuchainpromtv.xyz,Domain,Maldoc associated domain
zgxbmj.com,Domain,Maldoc associated domain
zhuyilin.site,Domain,Maldoc associated domain
ziba-europe.co,Domain,Maldoc associated domain
ziggypop.ca,Domain,Maldoc associated domain
znds.xyz,Domain,Maldoc associated domain
michael@emotrans.com.au,Email,Maldoc
Mightywill.QA.CrashReport.exe,Filename,Beacon
Opera,Filename,Beacon
Invoice_801658.xls,Filename,Maldoc
invoice_801658.xls,Filename,Maldoc
invoice_796027.xls,Filename,Maldoc
Invoice_611872.xls,Filename,Maldoc
invoice_057595.xls,Filename,Maldoc
invoice_891042.xls,Filename,Maldoc; Dridex
Invoice_649169.xls,Filename,Maldoc
invoice_961423.xls,Filename,Maldoc
C:\ProgramData\klStockVOHLC.sct,Filename,MSHTA
C:\ProgramData\klStockVOHLC.sct,Filename,
C:\ProgramData\qClipboardFormatBIFF4.dll,Filename,Dridex
C:\ProgramData\qDialogFormulaFind.dll,Filename,Dridex
klNormalLoad.sct,Filename,VBA Dridex downloader
C:\ProgramData\qPivotTable.dll,Filename,Dridex
Reciept 19129475.xlsb,Filename,Maldoc; Dridex
Reciept 9788508.xlsb,Filename,Maldoc; Dridex downloader; http[:]//5.39.222.102/download/pdllod.dll
Reciept 0036079.xlsb,Filename,Maldoc; Dridex downloader; http[:]//5.39.222.102/download/pdllod.dll
8fffaedc7f8f3a6c84be5c.xls,Filename,42ab609584f343691f5e907c6f8449be3900b5524935069245201f335b88432d
Claim-949660763-02162021.xls,Filename,Qakbot; Phishing
Claim-137859758-02162021.xls,Filename,Qakbot; Phishing
Claim-1744811405-02162021.xls,Filename,Qakbot; Phishing
Statement_2110097.xlsm,Filename,Dridex
Statement_47294712.xlsm,Filename,Dridex
Statement_9458851.xlsm,Filename,Dridex
Statement_0140235.xlsm,Filename,Dridex
Statement_39959939.xlsm,Filename,Dridex
Statement_3013622.xlsm,Filename,Dridex
C:\ProgramData\getHundredMillions4733.sct,Filename,Dridex
C:\ProgramData\qPaperA4.dll,Filename,Dridex; 128.199.243.169; 208.83.69.35
sir_ehh8_12h.dll,Filename,Dridex
hsy_utu8_12u.dll,Filename,Dridex
104.144.74.58,IP,Team Server; Gmail profile
137.74.75.93,IP,Team Server; Default profile
145.249.106.104,IP,Team Server; Default profile
145.249.106.131,IP,Team Server; Default profile
145.249.106.137,IP,Team Server; Default profile
145.249.106.39,IP,Team Server; Default profile; Maldocs; Opera
145.249.107.10,IP,Team Server; Default profile
145.249.107.35,IP,Team Server; Default profile
160.20.147.250,IP,Team Server; Default profile
179.43.141.199,IP,Team Server; Default profile
179.43.141.199,IP,Team Server; Default profile
185.106.123.173,IP,Team Server; Default profile
185.106.123.2,IP,Team Server; Default profile
185.106.123.3,IP,Team Server; Default profile
185.106.123.4,IP,Team Server; Default profile
185.106.123.49,IP,Team Server; Default profile
185.106.123.5,IP,Team Server; Default profile
185.106.123.52,IP,Team Server; Default profile
185.106.123.6,IP,Team Server; Default profile
23.148.145.208,IP,Team Server; Default profile
23.227.202.174,IP,Team Server; Default profile
23.227.203.228,IP,Team Server; Default profile
23.227.203.229,IP,Team Server; Default profile
23.254.211.213,IP,Team Server; Default profile
23.254.215.238,IP,Team Server; Default profile
23.254.217.168,IP,Team Server; Default profile
23.254.247.55,IP,Team Server; Default profile
31.14.41.212,IP,Team Server; Default profile
31.14.41.213,IP,Team Server; Default profile
31.14.41.214,IP,Team Server; Default profile
31.14.41.215,IP,Team Server; Default profile
31.42.177.51,IP,Team Server; Default profile
31.42.177.52,IP,Team Server; Default profile
37.120.222.56,IP,Team Server; Default profile
37.120.239.185,IP,Team Server; Default profile
37.49.230.49,IP,Team Server; Default profile
45.153.241.113,IP,Team Server; Fake Kaseya
5.181.158.185,IP,Team Server; Default profile
5.181.158.186,IP,Team Server; Default profile
5.181.158.187,IP,Team Server; Default profile
5.181.158.4,IP,Team Server; Default profile
5.2.70.173,IP,Team Server; Default profile
5.39.222.102,IP,Team Server; Default profile
5.39.222.84,IP,Team Server; Default profile
5.39.222.87,IP,Team Server; Default profile
80.82.67.127,IP,Team Server; Default profile
80.82.67.163,IP,Team Server; Default profile
83.167.16.138,IP,Team Server; Default profile
94.198.40.11,IP,Team Server; Default profile
208.83.69.35,IP,Dridex Hosting; Maldocs; waunake.com
128.199.243.169,IP,Dridex Hosting; Maldocs; waunake.com
192.64.119.19,IP,Dridex Hosting; Maldocs
178.238.236.59:443,IP,Dridex C2
104.245.52.73:5007,IP,Dridex C2
81.0.236.93:13786,IP,Dridex C2
178.79.147.66:443,IP,Dridex C2
54.191.98.150:13786,IP,Dridex C2
87.106.97.83:7880,IP,Dridex C2
45.79.33.48:443,IP,Dridex C2
139.162.202.74:5007,IP,Dridex C2
68.183.216.174:7443,IP,Dridex C2
http[:]//immidiateupdatesolutions.one:8088/wp-content/button_EMsf4.png,IP,Dridex hosting
46.55.222.10:443,IP,Dridex
104.248.178.90:4664,IP,Dridex
173.212.243.155:7002,IP,Dridex
nlKVLcj2wiTu83xLoNluXiIwuK2on2TBxnHTV2,RC4 Key,Dridex
24kClNCrpOBSY6w4ZN8AOsKQD9icihiojjy23Zf17t4BXxAKUr8ZCHo2jYWW0A9aO74M,RC4 Key,Dridex
ajkA6O4XN2vfFASc4YiHhsDqG5H2QUe7ssd1F5AyQ,RC4 Key,Dridex
tRIZiGzqiE30PLATYspGViAPU8Jei2K90xcYCo0lv1cokEgy8RtnYKktszRGHD9Jh,RC4 Key,Dridex
cf56df192c905336714c2295fd771cb2ed6ade7167705b0442bbc8dde72072e8,SHA256,Dridex
fbd108648a43add9a2e400640f3e60a7f31971d748ad0e3f8531a17fa328e7c6,SHA256,Dridex
e474b412e62ee6b6b270e0c4d1666a8c66ddac50277bccbc83a01fd8f36aca6d,SHA256,Dridex
b60c01e98969144fc8d3229a9d3b82de13879444d91f558ea4483547141b85a5,SHA256,Dridex
00072be4185289677e5babb9fda5279b5c2886683ebd7ea22d36f4bc9683b3e5,SHA256,Dridex
ccde7438b5015713fef79809dd2fa46a1cd2ee5f81f53b322f3ec716dc6e4e38,SHA256,Dridex
438c66fb365afa484518a37f4c1ad95b9d5d4990ae6e84d3a3609dcba035a415,SHA256,Dridex
749dbce55bca2c563ececf88501512c06f6207bf7dfbb57fbbd561c12034f961,SHA256,Dridex
9b11309db33f14db00e0021253c0ed706bee1db53b2dba30ce4ba2606f30a2e8,SHA256,Dridex
5f95a17232dec1d4d7de87b52c4914414ec0d70f3618ec47abbe8ae92a2462ad,SHA256,Dridex
a287d7ed59560f6bc9810f63fbcb1dac9c85994306805e0197ec24ab695f14c7,SHA256,Dridex
581305130377c5a6cc8fe10f6e698758da36cfd857981dbb1da867f202429653,SHA256,Dridex
e0a1bef90aa90e68056306d0d0fe03043db0ba0eff2d7f63819133631302bff3,SHA256,Dridex
4b120f29271c702c4825fcf99295dc96eb975f4176291010af948b552ab5739f,SHA256,Dridex
35505b13036a28b838b5b6a4c186fc98bf46dcd57eda5e2f58c049c5777df968,SHA256,Dridex
828d60f696d4ee8c80b6a17a3b2462a744d87297b8016488ef67dc20ca86a5be,SHA256,Dridex
b2bcb01b2c4755ae460bcd5d2b80bac2b487c6496f9d2db34a0f84a3ffe6084e,SHA256,Dridex
1718966d91a317e8d16a0015e8f24c295f8ce978af37acef7cdbc9d76934c100,SHA256,Dridex
19224bfca1af04c5548f61f93877dfdda1194f9a3b018385d72e5bb96cc8b00d,SHA256,Dridex
cbe76441844bd0b28afb2b183f52ef3bec4c2a4b26884219049ba2618a823989,SHA256,Dridex
122daae264e48afecacff39633050751658f9557daa4ae83736f4cb7fae58f1c,SHA256,Dridex
0f52e85eae79fb03bd9b391bc9753417cd066990a41251d385f55e2c9c7b4b53,SHA256,Dridex
ebdf7ccecedd5afa33c9ef80effcb2c98d398e3d56939f4c73f9e8de94c0c1dc,SHA256,Dridex
9016cd53d271413cbc0345f996fb543f12ac897b509d00f35ee68baee3c74a68,SHA256,Dridex
56db2ee32bc5fe5aedfee744c289b1922d44dc341f6fbb440544c68ec85af949,SHA256,Dridex
537866a96449444a54002776f34eecf053c23122a554a79f4743df0749aa8005,SHA256,Dridex
ff277a5e33ec98ad5f0945834f731e39fa2113ac0369ade14fc690a9d1a7cc31,SHA256,Dridex
6e1a19c1ead7999ac95c9a6ec469cedfdda7b513dee65cf6c3c7ebf9385eaffc,SHA256,Dridex
1a560adb810b924e65f91e34664166be2c2adac10f7f28c075d902e4adb1112c,SHA256,Dridex
ef08eafe517a3af06bb806865de42aac88231aac2e1462fa5b44b0db7231cf28,SHA256,Dridex
55bc0af1e99d0310ea3e8668aba02e4d3aa3c800b85fe304a6377968a4668cc1,SHA256,Dridex
d590530c1a15ed461bf1a3731dab0f2fe864b0c52cb29301b5d8862d4a9d32e3,SHA256,Dridex
770cb2aa5ea76f90e27bc72110b531fa3985ab4352d25362926971285408f148,SHA256,Dridex
3cba24dba02d5817a029caee6eadf1b3b4eb75ff861c62df3e4d4fbde1c349c2,SHA256,Dridex
84c54cd76f3ac50f2f2e4afa57802d576bc5dd3c92cde50850feb04e02461ba3,SHA256,Dridex
a51b5bab04a5b0f549dd27851e83550a47cd38abd109ee24bc1d96aae089d25c,SHA256,Dridex
